id,city,food_name,likelihood_of_liking,restaurant_list,food_detail_link,food_image_link,food_description
,北京,奶油炸糕,0,"南来顺饭庄·清真(南菜园店), 护国寺小吃(护国寺总店), 那家小馆(永安里店), 德永枣香烤鸭(官舍店)",https://you.ctrip.com/fooditem/beijing1/8034937-p1.html,https://dimg04.c-ctrip.com/images/100e0k000000c55d63EE1_R_220_140.jpg,非常出名的京味小吃，有着老北京十三绝的美誉。奶油炸糕外形呈圆形，颜色金黄，质地软糯，口感外焦里嫩，奶香味十足。
,北京,豌豆黄,2,"海碗居(增光路店), 北平三兄弟涮肉(簋街店), 四季民福烤鸭店(王府井灯市口店), 旺顺阁鱼头泡饼(大望路店), 北平盛世烤鸭店(劲松店), 小吊梨汤(四元桥店), 老北京炸酱面大王(崇文门店)",https://you.ctrip.com/fooditem/beijing1/7768103-p1.html,https://dimg04.c-ctrip.com/images/100n080000002zv8x48B5_R_220_140.jpg,豌豆黄是北京春夏季节会有的时令甜品。将去皮的豌豆经过磨、煮、炒等一系列的工序，使其能聚而不散，凝成块状，然后切块摆盘，非常精致。制作好的豌豆黄细腻软糯，入口即化，冷藏风味更佳，实属清凉解暑的佳品，十分适合作为零嘴儿夏季食用。
,北京,灌肠,2,"海碗居(增光路店), 小肠陈饭庄(南横街店), 北平楼(牡丹园店), 局气·烤鸭·北京菜(西单店), 楊老黑卤煮, 真地道京味府·鲜橙烤鸭(东大桥店), 都一处烧麦馆(前门店), 姚记炒肝店(鼓楼店), 门框胡同百年卤煮(新街口店)",https://you.ctrip.com/fooditem/beijing1/7788467-p1.html,https://dimg04.c-ctrip.com/images/tg/672/009/128/99596d3f74ce40d6a9f3594bd90ca780_R_220_140.jpg,灌肠是北京人发非常喜爱的大众街头小吃之一。用猪肥肠灌上碎肉、淀粉和其它调料一起煮熟，制作程度到灌肠不软不硬，然后油煎，出品外焦里嫩，浇上盐水、蒜汁儿，吃起来别有风味。
,北京,麻豆腐,1,"海碗居(增光路店), 聚宝源(牛街总店), 烤肉宛饭庄(南礼士路店), 南门涮肉(天坛店), 烤肉季饭庄",https://you.ctrip.com/fooditem/beijing1/7756424-p1.html,https://dimg04.c-ctrip.com/images/tg/395/673/924/4aabf0ab60474adf9cb557f3bbd4d9a9_R_220_140.jpg,喜欢喝豆汁儿的朋友一定不要错过的美食——麻豆腐，用布滤豆汁，留下来的豆渣就是麻豆腐的原料。由于同样是经过发酵，麻豆腐与豆汁一样具有特殊的酸香味，配上葱姜蒜及辣椒炒制，口感香醇味厚，酸咸适口，别有风味，非常下饭。
,北京,京酱肉丝,2,"郭林家常菜(西直门店), 北平人家(小汤山店), 德缘烤鸭店(大栅栏店)",https://you.ctrip.com/fooditem/beijing1/7761431-p1.html,https://dimg04.c-ctrip.com/images/tg/167/565/403/e47e901960ea47b796c5cb72c10ce438_R_220_140.jpg,北京菜中的经典代表作京酱肉丝与烤鸭有异曲同工之妙，不同的是京酱肉丝的肉是猪肉，卷的饼皮是豆腐皮。切成细条的猪肉用甜面酱炒制入味，肉质细腻滑嫩，咸甜适中，配上带有豆子清香的豆腐皮卷着黄瓜丝、香葱丝等辅料一同入口，多重口感在齿间碰撞，简直美味。
,北京,老北京奶酪,3,"锦府盐帮·张宅(世纪金源店), 九十九顶毡房(清河店), 局气·烤鸭·北京菜(西单店), 小吊梨汤(新奥店), 金鼎轩南北家乡菜(亚运村店)",https://you.ctrip.com/fooditem/beijing1/8084216-p1.html,https://dimg04.c-ctrip.com/images/tg/861/048/439/16a4edcfcf084376ad843d536f61b1fb_R_220_140.jpg,从宫廷传出的一道奶制小吃，现在是北京街头常见的甜品。老北京奶酪是由牛奶和米酒蒸制而成，浓浓的奶香混合着淡淡的酒香，奶酪入口即化，香甜软糯。
,北京,羊蝎子,2,"老冯烤羊蝎子馆(鼓楼西大街店), 浩爷羊蝎子火锅(双榆树店), 老诚伊羊蝎子火锅(牛街店), 牛街清真满恒記(平安里西大街店), 乐享厨美食广场(小营店), 亮健容天·土锅羊蝎子(总店)",https://you.ctrip.com/fooditem/beijing1/7756431-p1.html,https://dimg04.c-ctrip.com/images/10080k000000c55fb744E_R_220_140.jpg,羊蝎子是指带里脊肉和脊髓的完整羊脊椎骨，因形状酷似蝎子因此得名。羊蝎子火锅历史悠久，吃完羊肉往锅内涮菜，味道十分鲜美。
,北京,芥末墩,3,"海碗居(增光路店), 洪运轩饭庄(北纬路店), 芦月轩羊蝎子(劲松店), 福荣居褡裢火烧京味家常菜(东四店), 老北京炸酱面大王(崇文门店), 胡同串子, 四季民福烤鸭店(前门廊房二条店)",https://you.ctrip.com/fooditem/beijing1/7812749-p1.html,https://dimg04.c-ctrip.com/images/tg/836/051/559/83f3d54eecd8431c9e99de7266106076_R_220_140.jpg,要说北京地道的百姓菜，非芥末墩莫属，每到大白菜上市的时候，看着大白菜就想起了芥末墩的味道。虽说原料易得，但是芥末墩做起来却是很讲究的，要选瘦长的白菜，菜心要抱得紧，沸水要浇三次，还要撒上料捂三天，芥末墩的那股子冲味儿才能展现的淋漓尽致。吃肉菜腻着了的时候来一口芥末墩，清爽利口，非常解腻。
,北京,干炸丸子,0,"丰泽园饭店, 四季民福烤鸭店(故宫店), 同和居(什刹海店), 局气烤鸭·北京菜(新光界购物中心店), 东兴楼饭庄(东直门店), 杏园餐厅(西四北大街店), 晋阳饭庄(虎坊桥店)",https://you.ctrip.com/fooditem/beijing1/7837677-p1.html,https://dimg04.c-ctrip.com/images/100r0k000000c3i1b2C91_R_220_140.jpg,说到京菜不得不提的就是这干炸丸子，虽说是干炸丸子，吃起来却有酥嫩多汁的口感，是老北京人回忆中的传统味道。干炸丸子的原料主要有猪肉、馒头、荸荠等，说是肉丸子，却因为加入了荸荠而丝毫不腻，反而有种清甜感，非常好吃。
,北京,炒疙瘩,0,护国寺小吃(护国寺总店),https://you.ctrip.com/fooditem/beijing1/8016749-p1.html,https://dimg04.c-ctrip.com/images/10070k000000cirzw4BE8_R_220_140.jpg,炒疙瘩是北京特色面食，用水和面制成较硬的面团，或切或揪成骰子大小的面块儿，煮炒兼用的配上各种蔬菜丁，焦黄的炒疙瘩口感筋道，食之绵软柔韧，醇香可口。红绿相间的蔬菜丁相映成趣，好吃又好看，是一道不可多得的地道北京吃食。
,北京,焦熘丸子,0,"丰泽园饭店, 国华酒楼(右内店), 东四民芳餐厅(朝阳门总店)",https://you.ctrip.com/fooditem/beijing1/7982824-p1.html,https://dimg04.c-ctrip.com/images/100g0k000000c4wexE147_R_220_140.jpg,焦熘丸子可以说是地道北京人都会做的家常菜，焦香的丸子淋上透亮的酱汁，酥脆多汁，木耳与青红椒点缀在盘中，煞是好看。丸子寓意和和美美、团团圆圆，于是这道菜成为了北京人餐桌上出现率非常高的菜肴，年夜饭桌上也经常能看到它的身影。
,北京,豆汁儿,0,,https://you.ctrip.com/fooditem/beijing1/24100939-p1.html,https://dimg04.c-ctrip.com/images/100g0h00000090hsyB39F_R_220_140.jpg,豆汁儿是老北京人非常喜爱的特色风味，也是来北京旅游必尝试的一道小吃。它是制作由水磨绿豆制品剩下的汤水经过发酵而成的，有特殊的气味，入口有股酸味，一般人刚接触时可能会觉得无法接受，但许多地道的老北京人却对它非常痴迷，早餐配着焦圈喝上几口豆汁，觉得神清气爽。
,北京,炸酱面,0,,https://you.ctrip.com/fooditem/beijing1/24670714-p1.html,https://dimg04.c-ctrip.com/images/100m0h00000090j43D767_R_220_140.jpg,炸酱面，顾名思义，精髓在酱上。只选取优质黄酱做原料，炒制酱料的火候掌控也十分重要，太大容易糊，太小则炒制不出香味，肉与酱的配比更是不可马虎，肉要肥瘦相间才能口感适中，不腻不柴。这样一份精心制作的酱头浇在面条上，让人看着就非常有食欲，吃到嘴里更是欲罢不能。
,北京,糖葫芦,0,,https://you.ctrip.com/fooditem/beijing1/24070336-p1.html,https://dimg04.c-ctrip.com/images/100p180000015g12v1B77_R_220_140.png,糖葫芦是起源于京津地区的一种小吃，由于太受欢迎逐渐发展至风靡全国。传统的制作方法是用竹签串着山楂，裹上熬好的糖浆，冷却后糖衣外层晶莹剔透，酥脆可口，酸酸甜甜的山楂非常开胃。还有不同种类的糖葫芦，如串葡萄、草莓等，或在糖衣外层上再沾上芝麻、瓜子仁等，都非常受欢迎。
,北京,醋溜木须,0,,https://you.ctrip.com/fooditem/beijing1/15427017-p1.html,https://dimg04.c-ctrip.com/images/01004120009fvvuuk63E8_R_220_140.jpg,醋溜木须是一道北京地区的汉族名菜，一道香气浓郁，酸甜可口，色香味俱全的美味佳肴。醋溜木须需要里脊肉作为主料，辅以鸡蛋、葱、姜等，做法简单，上手容易，是一道非常下饭的家常菜。
,北京,乾隆白菜,0,,https://you.ctrip.com/fooditem/beijing1/7889327-p1.html,https://dimg04.c-ctrip.com/images/01064120009fvwr74960F_R_220_140.jpg,大白菜在乾隆年间开始在京流行，乾隆白菜就是芝麻酱拌白菜，是一道老北京爽口小吃。在麻酱和白糖的影响下，脆脆的白菜叶口感非常好。
,北京,麻酱烧饼,0,,https://you.ctrip.com/fooditem/beijing1/15496339-p1.html,https://dimg04.c-ctrip.com/images/0105l120009fvwvoy24F0_R_220_140.jpg,麻酱烧饼，是一道常见面点。以面粉为饼，芝麻酱为馅，外焦里嫩，麻香味浓，香脆可口，吃后齿颊留香。
,北京,春饼,0,,https://you.ctrip.com/fooditem/beijing1/7761425-p1.html,https://dimg04.c-ctrip.com/images/01007120009fvwusx55AE_R_220_140.jpg,最早，春饼与菜放在一个盘子里，称为“春盘”。吃春饼是中国民间立春饮食风俗之一。春饼是面粉烙制的薄饼，一般要卷菜而食。
,北京,葱爆羊肉,0,,https://you.ctrip.com/fooditem/beijing1/24652459-p1.html,https://dimg04.c-ctrip.com/images/0102d120009fvxkyq748D_R_220_140.jpg,葱爆羊肉是以羊肉、鸡蛋为主料的药膳，其烹制的功夫主要是在火候和调料的搭配上。羊肉滑嫩、鲜香不膻、汪油包汁、食后回味无穷。
,上海,生煎,27,,https://you.ctrip.com/fooditem/shanghai2/7756047-p1.html,https://dimg04.c-ctrip.com/images/0106r12000cq0ki462537_R_220_140.jpg,生煎是上海的一种地方传统小吃，又叫生煎包或生煎馒头。传统生煎多来自街边小店，大铁锅煎制。面皮雪白松软，底部焦香酥脆，出锅前撒满芝麻和香葱，个小味儿香，少有汤汁。后来随着制作工艺的多样化，出现了另一种生煎包，其皮薄底不焦，汤汁浓郁，肉馅紧实有弹性。
,上海,上海小笼包,6,"上味馆南翔小笼(高平路店), 王家沙点心店(南京西路总店), 佳家汤包(丽园路总店), 老街小笼馆(南翔老街景区店), 大富贵(中华路总店)",https://you.ctrip.com/fooditem/shanghai2/7810327-p1.html,https://dimg04.c-ctrip.com/images/1006080000003e1eu4999_R_220_140.jpg,小笼包对于上海人而言不仅是一种食物，更是一种生活态度，充分体现了上海人的精致和讲究。上海小笼包皮薄肉美汤鲜，吃法极其讲究，需要“轻轻提、慢慢移、先开窗、后喝汤、结尾一扫而光”，论优雅论体面，上海小笼包当属其中翘楚。如今的上海小笼包花样繁多，鹅肝馅的、榴莲馅的、蟹粉馅的……应有尽有。
,上海,葱油拌面,5,"王家沙点心店(南京西路总店), 梅园春晓·精致上海菜(静安大悦城店), 新苑私房菜·本帮菜(嘉善路店), 一面春风(武康路店), 长宁拉面, 食廬(虹桥南丰城店), 建国328小馆, 弄堂小馄饨食府",https://you.ctrip.com/fooditem/shanghai2/7765430-p1.html,https://dimg04.c-ctrip.com/images/tg/860/675/987/0e83777abed14372be5a3d59033c1693_R_220_140.jpg,葱油拌面作为一道充满上海风情的海派面点，在全国享有名誉。葱油拌面的制作方法不难，材料也易准备，比较家常。做好的面条上挂着浓浓的葱油和酱料，香气扑鼻，酱汁美味，吃面时更能扎实地品味到这香气，极大挑起了食欲。
,上海,青团,0,"王家沙点心店(南京西路总店), 杏花楼食品专卖 南京东路店, 上海虹口糕团(乌鲁木齐路店), 王记海棠糕(新场古镇店)",https://you.ctrip.com/fooditem/shanghai2/7807197-p1.html,https://dimg04.c-ctrip.com/images/01057120009gi1v3rE616_R_220_140.jpg,青团作为江南地区的传统特色小吃，是一种用艾草汁做成的糕点，因其颜色呈青色而得名。青团一般是用清明节前后才有的艾草汁拌进糯米粉里，手工揉匀，再根据各人喜好放入不同的馅料蒸制而成，制作好的青团食用起来清甜甘香，软糯可口，带有艾叶的清新香气。
,上海,八宝辣酱,54,"金时代顺风大酒店(金玉兰店), 上海人家花样年华(虹口龙之梦店), 上海会馆(香港名都店), 锦江都城酒店(上海闵行饭店)·餐厅, 荟廷(高岛屋百货店), 绿波廊(豫园店)",https://you.ctrip.com/fooditem/shanghai2/7756039-p1.html,https://dimg04.c-ctrip.com/images/tg/980/731/955/a7dd9e01bccf451fac642b1226a0005b_R_220_140.jpg,八宝辣酱，是上海知名特色菜之一。八宝辣酱采用了鸡丁、肉丁、笋丁、虾仁、花生米等原料，经豆瓣酱炒制而成，味道香中带辣，故名“八宝辣酱”。一道菜中融合了甜、咸、辣、鲜多重口味，且口感丰富，极富上海本帮菜特色。
,上海,糖醋小排,3,"南麓·浙里(巨鹿店), 和記小菜(东方店), 上海会馆(香港名都店), 上海人家花樣年华(中山公园店), 新白鹿餐厅(百联中环店), 新苑私房菜·本帮菜(嘉善路店), 小桥流水精菜坊(淮海路店), 绿波廊(豫园店)",https://you.ctrip.com/fooditem/shanghai2/7761350-p1.html,https://dimg04.c-ctrip.com/images/tg/991/587/696/8efe5a3ec6d94546a040c1c16c8f3c42_R_220_140.jpg,糖醋小排是一道色香味俱全的名菜，冷热皆宜，在沪多为冷盘。这道菜以肥瘦相间的猪肋排为主料，经过多道程序烹制后色泽鲜亮，表面一层浓郁的糖醋汁酸甜可口，食之令人胃口大开，是偏好糖醋又乐于尝鲜的老饕们不容错过的美食。
,上海,本帮红烧肉,1,"RIVIERA松鹤楼(外滩店), 梅园春晓·精致上海菜(静安大悦城店), 和記小菜(东方店), 上海会馆(香港名都店), 金时代顺风大酒店(金玉兰店), 新苑私房菜·本帮菜(嘉善路店), 兰心餐厅(进贤路店)",https://you.ctrip.com/fooditem/shanghai2/7771137-p1.html,https://dimg04.c-ctrip.com/images/100p080000003e1l502C6_R_220_140.jpg,你要是问一个上海人喜欢吃什么菜，十有八九是红烧肉。本帮红烧肉采用肥瘦相间的五花肉制成，色泽红亮，恰到好处的火候烹煮出肥而不腻的口感，香浓咸甜、浓油赤酱是其特点。浓油赤酱也是上海菜的美食偏好，代表了上海人的美食口味。
,上海,酱鸭,2,"梅龙镇酒家(南京西路总店), 光明邨大酒家, 老正兴菜馆(福州路店)",https://you.ctrip.com/fooditem/shanghai2/7765880-p1.html,https://dimg04.c-ctrip.com/images/100g0k000000c56s59182_R_220_140.jpg,酱鸭是上海家喻户晓的一道名菜，充分体现了本帮菜“浓油赤酱”的特色，切成块也可以做为冷盘。鲜鸭在经过与多种香料、冰糖、酱油一起慢煮入味后，成品鲜嫩可口，咸甜适中，香浓味醇，色泽红亮。
,上海,小馄饨,2,"王家沙点心店(南京西路总店), 四新食苑(四川北路店), 苏小柳手工点心(康桥分院), 上味馆南翔小笼(杏山路店), 莱莱小笼·乔艾, 阿麟馄饨(延长路店), 瑞福园联谊餐室(茂名南路店), 弄堂小馄饨食府, 莆田餐厅(虹桥天地店)",https://you.ctrip.com/fooditem/shanghai2/7756419-p1.html,https://dimg04.c-ctrip.com/images/tg/398/242/873/2920b3181d704aeca99872ac893289c5_R_220_140.jpg,小馄饨制作方法简单，将少许调好的肉糜包入薄薄的面皮中，一捏一压即可。成型的小馄饨外形精巧，煮熟后皮薄馅嫩，再在汤中撒入葱花，依照喜好加入紫菜或者虾皮等，味美汤鲜，令人食指大动。如今上海的小馄饨不仅仅局限于鲜肉馄饨，虾肉、蟹粉、三鲜等不同口味的小馄饨也应运而生。
,上海,椒盐排条,2,"海金滋(陕西南路店), 祥和小菜(定西路店), 永兴餐厅(复兴中路店), 做了不起的80后",https://you.ctrip.com/fooditem/shanghai2/7952647-p1.html,https://dimg04.c-ctrip.com/images/10020k000000cbkc12C2E_R_220_140.jpg,椒盐排条是一道深受大众喜爱的家常菜，先将猪肋骨炸至金黄后，再和椒盐一起炒制而成，少许的椒盐不仅不会抢夺肉的咸香，又能解去油炸后的油腻感。做好的椒盐排条外焦里嫩，口味咸鲜，香味浓郁，好吃得让人停不下来。
,上海,上海熏鱼,0,"老爸厨房(莘建东路店), 上海人家花样年华(虹口龙之梦店), 张生记(正大店), 苏浙汇(南京西路店), 餥餐厅(非常食材), 绿波廊(豫园店), 扬州饭店(崂山路店)",https://you.ctrip.com/fooditem/shanghai2/7765892-p1.html,https://dimg04.c-ctrip.com/images/1002080000003e1a4F552_R_220_140.jpg,上海熏鱼外焦里嫩，入口甜香。制作时采用传统工艺，先将腌制入味的草鱼段放入油中炸至金黄后捞出，再放入多种香料和佐料熬制成的酱汁中浸泡，直至上色入味。做好的上海熏鱼，外观呈琥珀色，皮脆肉鲜，甜中带咸，味道醇厚，入口香脆鲜甜。
,上海,大闸蟹,0,"王宝和酒家(黄浦店), 新光酒家方亮蟹宴(黄浦店), 成隆行·蟹王府(九江路店), 星晨酒店(五角场店), 上海王宝和大酒店·上海餐厅",https://you.ctrip.com/fooditem/shanghai2/7761949-p1.html,https://dimg04.c-ctrip.com/images/tg/203/549/950/64fb96d934634837a9985bee5e250f64_R_220_140.jpg,大闸蟹，河蟹也，但品种一定要是中华绒鳌蟹，个头一定要是三两以上。肥膘体壮的大闸蟹经过烹煮呈现出鲜甜口感，入口满是肥美腴膏，在口腔中爆发出的香甜鲜美带来味蕾的惊喜享受，令人回味无穷。还可一赴蟹宴，蒸炒煮酿，各番滋味入口，让人惊叹不已。
,上海,排骨年糕,16,"鲜得来排骨年糕(雁荡店), 阿姨排骨年糕和点点, 大食代(迪士尼小镇店), 大食代(七宝万科广场店)",https://you.ctrip.com/fooditem/shanghai2/7756044-p1.html,https://dimg04.c-ctrip.com/images/tg/678/023/975/6a8972f978944ecfba56296842285afd_R_220_140.jpg,排骨年糕是上海知名特色小吃之一，已经有50多年历史，可以说是到上海不得不品尝一次的美食。排骨年糕的两大主料—排骨和年糕，猪大排配上薄薄的年糕，经过油氽、烧煮而成，使其既有排骨的浓郁肉香，又有年糕软糯酥脆的口感，让人回味无穷。
,上海,蟹壳黄,4,"王家沙点心店(南京西路总店), 王宝和酒家(黄浦店), 上海德兴馆(昌里店), 大壶春(四川中路店), 光明邨配餐分公司",https://you.ctrip.com/fooditem/shanghai2/7756048-p1.html,https://dimg04.c-ctrip.com/images/tg/535/158/822/021dea949ee34cd29b52a6006c5e6124_R_220_140.jpg,上海久负盛名的特色点心，创始于上世纪初期，因形状像蟹壳，熟后色泽如蟹壳背一样深红，所以称为"蟹壳黄"。蟹壳黄采用油酥面加酵面制坯，然后做成扁圆形，再在表面粘上一层芝麻，贴在炉壁上经烘制而成。其馅料有咸有甜，其成品形似蟹壳，色泽金黄，外表香脆酥松，内馅鲜甜。
,上海,油墩子,0,"怀旧小吃(保南街店), 迎乔家常小吃, 江阿姨油墩子, 上海1号私藏菜(杨浦店), 老吉士(久光店)",https://you.ctrip.com/fooditem/shanghai2/7894873-p1.html,https://dimg04.c-ctrip.com/images/tg/140/416/169/2720c5a81aef475595043a17c147f49a_R_220_140.jpg,油墩子是上海知名的街头小吃，又叫油端子或油墩儿。油墩子可以分成荤素两类，荤菜馅就是用肉馅，素菜馅的又称萝卜丝饼，甜味的则是用豆沙馅。油墩子吃起来外表香脆，里面的面糊又有些许软糯，配上美味的馅料，口感丰富。
,上海,腌笃鲜,2,"兰心餐厅(进贤路店), 老吉士上海菜(丁香国际店), 海金滋(陕西南路店), 心乐蝶舞(梅赛德斯奔驰店), 农家大院(纪王店), 老克勒上海菜(上海影城店), 上海小南国(港汇店), 东方明珠老上海8号餐厅",https://you.ctrip.com/fooditem/shanghai2/7785265-p1.html,https://dimg04.c-ctrip.com/images/tg/370/465/412/d4978d577fe44a89ae9ca163840eade5_R_220_140.jpg,腌笃鲜来源于宁波菜，现已是上海本帮菜中较有代表性的家常菜之一。腌笃鲜由春笋，腌制过的咸肉和新鲜猪肉一起用小火慢煮而成，讲究保留原汁的鲜味，无需另加佐料，其成品口味咸鲜，肉质酥软，笋清香脆嫩，配以白色浓汤，简直就是人间佳品。
,上海,酒酿圆子,0,上海小南国(大华店),https://you.ctrip.com/fooditem/shanghai2/7780054-p1.html,https://dimg04.c-ctrip.com/images/10040k000000c42rz3970_R_220_140.jpg,酒酿圆子是上海的传统名吃之一，成品小圆子色泽洁白、珠圆玉润，酒汁清亮绵软。酒酿圆子的制作方法是以各种果料为馅，然后将滚满糯米粉的小圆子与酒酿同煮而成，到出锅盛至容器时再加入一勺糖，做成一碗香甜的酒酿小圆子，闻起来就浓郁诱人。
,上海,菜肉馄饨,0,"万寿斋(山阴路店), 古徽州馄饨店(宝安路店), 潘国仙耳光馄饨(黄家阙路店), 美新点心店(陕西北路店), 鸿瑞兴面馆(田林店), 上海小南国(宝地店), 啊荣馄饨(内江路店)",https://you.ctrip.com/fooditem/shanghai2/7828006-p1.html,https://dimg04.c-ctrip.com/images/100m0k000000cba5lFCA3_R_220_140.jpg,上海特色名小吃，猪肉馅和荠菜按照最佳的比例搭配。皮韧馅大的馄饨咬下去，满口菜香，充满弹性的肉馅口感。熟悉的市井气息，融入每一个上海人的心底深处。
